id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
10468,1.4,AGSL,SI1,I,Excellent,62.1,False,7.14x7.18x4.44,Excellent,Botswana,Princess,Excellent,59.0,2,,9702.716666666667
10469,1.4,AGSL,VS1,D,Excellent,59.5,,7.3x7.33x4.35,Excellent,Angola,Round,Excellent,60.0,2,,21528.133333333335
10470,1.4,AGSL,VS2,I,Excellent,59.6,,7.28x7.3x4.35,Excellent,Botswana,Round,Excellent,60.0,4,,11481.125
10471,1.51,AGSL,VS2,I,Very good,60.8,,7.47x7.49x4.55,Very good,Angola,Round,Excellent,55.0,3,,12160.766666666668
10472,1.4,AGSL,VS1,F,Excellent,62.1,True,7.13x7.17x4.44,Excellent,DR Congo,Princess,Excellent,56.0,2,,16691.675
10473,1.34,GemEx,SI2,J,Excellent,62.6,,7.04x7.06x4.41,Excellent,Botswana,Radiant,Excellent,57.0,2,,8149.05
10474,1.34,AGSL,VVS2,I,Excellent,62.4,,7.02x7.05x4.39,Excellent,Botswana,Pear,Excellent,58.0,2,,11178.6375
10475,1.2,AGSL,SI2,G,Excellent,62.1,,6.81x6.84x4.24,Excellent,Australia,Round,Very good,,2,,7409.147619047619
10476,1.01,AGSL,VS2,D,Excellent,62.1,,6.39x6.41x3.98,Excellent,Australia,Oval,Very good,54.0,3,,11394.376958874462
10477,1.34,AGSL,VS1,E,Excellent,,,7.22x7.23x4.29,Very good,Russia,Round,Very good,60.0,3,,18545.09
10478,1.34,AGSL,SI1,I,Excellent,59.8,False,7.16x7.19x4.29,Excellent,Russia,Round,Excellent,60.0,3,,10007.549761904764
10479,1.32,AGSL,IF,D,Excellent,62.3,,6.98x7.04x4.37,Excellent,Australia,Round,Excellent,57.0,2,,36443.2
10480,1.32,AGSL,SI1,G,Excellent,62.4,,7x7.03x4.38,Excellent,Botswana,Round,Excellent,57.0,2,,10964.45
10481,1.32,AGSL,VS1,I,Excellent,61.6,True,7.01x7.04x4.33,Excellent,Angola,Princess,Excellent,,3,,9785.142500000002
10482,1.32,AGSL,SI1,J,Excellent,,,7x7.04x4.38,Excellent,Russia,Asscher,Excellent,,2,,8240.708333333334
10483,1.32,AGSL,VS2,I,Excellent,60.9,True,7.07x7.09x4.31,Excellent,Angola,Marquise,Excellent,59.0,2,,9695.790833333334
10484,1.32,,SI2,F,Excellent,62.1,,6.99x7.02x4.35,Excellent,Russia,Asscher,Excellent,,2,,10464.383333333333
10485,1.31,AGSL,IF,G,Excellent,,,7.08x7.12x4.32,Excellent,Botswana,Round,Excellent,,3,,15814.825
10486,1.31,AGSL,SI1,I,Excellent,62.1,False,7x7.04x4.36,Excellent,Russia,Round,Excellent,57.0,2,,11124.553095238098
10487,1.31,AGSL,VS1,F,Excellent,62.2,,6.97x7x4.34,Excellent,Other/Unknown,Round,Excellent,57.0,3,,16106.4825
10488,1.31,AGSL,SI2,J,Excellent,,False,7x7.02x4.36,Excellent,Australia,Round,Excellent,,4,,7644.3
10489,1.31,AGSL,SI1,I,Excellent,62.3,,6.98x7x4.36,Excellent,Botswana,Round,Excellent,,2,,8836.25
10490,1.31,AGSL,SI2,I,Excellent,62.5,,6.98x7.02x4.37,Excellent,Russia,Round,Excellent,57.0,4,,8105.912797619047
10491,1.31,AGSL,SI2,I,Excellent,61.5,,6.99x7.03x4.31,Excellent,Australia,Round,Excellent,58.0,4,,8177.887500000001
10492,1.31,,VS1,G,Excellent,,,7.02x7.05x4.35,Excellent,Canada,Oval,Excellent,58.0,3,,13836.050357142856
10493,1.31,AGSL,VVS2,J,Excellent,61.9,,6.98x7.02x4.33,Excellent,Botswana,Princess,Excellent,58.0,4,,7841.6416666666655
10494,1.31,AGSL,SI2,G,Excellent,62.4,,6.98x7.01x4.37,Excellent,Botswana,Round,Excellent,,2,,10368.835714285713
10495,1.31,AGSL,VS2,H,Excellent,61.5,False,7.01x7.05x4.32,Excellent,Botswana,Marquise,Excellent,59.0,4,,11923.5625
10496,1.31,AGSL,VVS2,H,Excellent,61.9,,6.97x7.01x4.33,Excellent,Australia,Round,Excellent,59.0,4,,12345.458333333336
10497,1.31,AGSL,SI2,D,Excellent,62.0,,6.95x7x4.33,Excellent,Russia,Round,Excellent,,3,,12561.084285714287
10498,1.01,AGSL,SI1,F,Excellent,61.0,,6.45x6.48x3.95,Excellent,South Africa,Round,Very good,59.0,2,,8959.956646825398
10499,1.01,AGSL,SI1,H,Excellent,61.6,,6.39x6.44x3.96,Excellent,Botswana,Princess,Excellent,,3,,6692.632142857143
10500,1.01,AGSL,VS2,E,Very good,62.7,,6.35x6.43x4.01,Very good,Angola,Round,Very good,,2,,10192.158333333333
10501,1.01,AGSL,SI2,E,Very good,58.2,,6.58x6.6x3.84,Excellent,Botswana,Marquise,Excellent,,2,,7149.348095238095
10502,1.01,GemEx,I1,G,Very good,59.3,,6.47x6.48x3.84,Good,Botswana,Emerald,Good,60.0,1,,5020.466666666667
10503,1.01,AGSL,SI1,I,Excellent,59.5,,6.52x6.56x3.89,Excellent,South Africa,Round,Excellent,60.0,3,,5605.4586736874235
10504,1.01,AGSL,SI2,F,Very good,59.3,,6.51x6.6x3.89,Very good,Botswana,Round,Very good,61.0,3,,5138.4325
10505,1.01,AGSL,SI1,I,Excellent,,,6.46x6.49x3.89,Excellent,Australia,Marquise,Excellent,61.0,2,,5973.7380357142865
10506,1.01,AGSL,SI1,F,Very good,61.7,,6.37x6.41x3.95,Excellent,Canada,Round,Very good,61.0,2,,10182.393333333333
10507,1.01,AGSL,SI1,E,Very good,61.8,,6.4x6.49x3.98,Very good,Zimbabwe,Oval,Good,61.0,2,,7323.096017316018
10508,0.92,AGSL,VS2,F,Excellent,,,6.21x6.25x3.84,Excellent,DR Congo,Round,Excellent,57.0,4,,6616.0375
10509,0.92,AGSL,IF,G,Excellent,,,6.27x6.33x3.83,Very good,Botswana,Round,Very good,,2,,6467.1625
10510,0.92,AGSL,I1,E,Very good,,,6.13x6.18x3.86,Excellent,Russia,Princess,Very good,,1,,4582.283333333334
10511,0.91,AGSL,SI1,F,Excellent,61.9,False,6.18x6.21x3.82,Very good,Australia,Marquise,Very good,,4,,5564.060833333333
10512,0.91,AGSL,VS2,E,Excellent,,False,6.17x6.22x3.87,Excellent,Botswana,Round,Excellent,57.0,4,,6260.226666666667
10513,0.91,AGSL,SI2,L,Excellent,60.3,,6.28x6.3x3.79,Very good,Canada,Round,Excellent,58.0,1,,2776.16
10514,0.91,AGSL,SI1,F,Excellent,62.7,,6.16x6.18x3.87,Excellent,Russia,Princess,Excellent,58.0,2,,5710.999404761904
10515,0.91,AGSL,SI1,I,Excellent,60.6,False,6.23x6.25x3.78,Excellent,Botswana,Round,Excellent,,1,,4651.344920634921
10516,0.91,,SI2,D,Excellent,61.2,,6.19x6.23x3.81,Excellent,Australia,Round,Excellent,60.0,1,,5697.979166666666
10517,0.9,AGSL,VS2,L,Excellent,62.4,,6.14x6.16x3.84,Excellent,Canada,Cushion,Excellent,57.0,1,,2922.7
10518,0.9,AGSL,SI1,J,Excellent,62.6,,6.12x6.16x3.85,Excellent,Russia,Round,Excellent,57.0,2,,4180.1575
10519,0.8,AGSL,VVS1,H,Excellent,,,5.97x6.01x3.67,Excellent,Russia,Emerald,Excellent,,3,,4520.09
10520,0.8,,VVS1,H,Excellent,61.7,,5.95x6x3.68,Excellent,Russia,Round,Very good,58.0,3,,4520.09
10521,0.8,AGSL,VS2,E,Excellent,61.9,,5.9x5.94x3.67,Excellent,Zimbabwe,Radiant,Excellent,,3,,5304.2875
10522,0.8,AGSL,SI1,F,Excellent,62.1,,5.92x5.94x3.69,Excellent,Russia,Round,Excellent,58.0,1,,4487.5142261904775
10523,0.8,GemEx,SI2,F,Very good,62.3,,5.89x5.93x3.68,Good,Russia,Oval,Excellent,58.0,1,,3986.8250000000007
10524,0.8,AGSL,SI1,D,Excellent,62.5,,5.9x5.93x3.69,Very good,Botswana,Oval,Excellent,58.0,1,,4657.983333333334
10525,0.8,AGSL,SI1,F,Very good,62.4,,5.92x5.95x3.7,Very good,Russia,Radiant,Very good,57.0,1,,4487.5142261904775
10526,0.8,AGSL,SI1,E,Excellent,62.6,,5.88x5.94x3.7,Excellent,Russia,Round,Very good,,2,,4572.571071428572
10527,0.8,GemEx,SI1,E,Excellent,62.1,False,5.91x5.95x3.68,Excellent,Other/Unknown,Marquise,Excellent,59.0,3,,4092.8147619047613
10528,0.8,AGSL,SI1,D,Excellent,62.2,,5.92x5.95x3.69,Excellent,Russia,Princess,Excellent,59.0,1,,4818.945833333333
10529,0.8,AGSL,VS2,E,Very good,62.7,,5.9x5.92x3.7,Excellent,Botswana,Oval,Excellent,59.0,3,,5119.6125
10530,0.8,,SI1,F,Excellent,60.1,,5.99x6.01x3.61,Excellent,Russia,Round,Excellent,60.0,1,,4487.5142261904775
10531,0.8,AGSL,VS1,D,Excellent,60.2,,5.99x6.03x3.62,Very good,Angola,Radiant,Excellent,60.0,3,,5671.419047619047
10532,0.73,,SI1,E,Excellent,62.0,,5.73x5.77x3.56,Excellent,South Africa,Emerald,Excellent,57.0,1,,3575.8075
10533,0.73,AGSL,SI1,H,Excellent,62.9,,5.73x5.75x3.61,Excellent,Canada,Asscher,Excellent,57.0,1,,2860.85
10534,0.73,AGSL,SI2,D,Excellent,,,5.73x5.77x3.58,Excellent,Angola,Round,Excellent,58.0,2,,3091.75
10535,0.73,AGSL,VS2,E,Excellent,59.2,,5.91x5.96x3.52,Very good,Botswana,Princess,Very good,,1,,4231.04
10536,0.72,AGSL,SI2,D,Excellent,61.8,,5.75x5.78x3.56,Excellent,South Africa,Round,Excellent,57.0,3,,3654.25
10537,0.72,AGSL,SI1,E,Excellent,62.3,,5.71x5.74x3.56,Excellent,Australia,Oval,Excellent,57.0,1,,4115.575
10538,0.72,AGSL,SI2,F,Excellent,61.6,,5.76x5.79x3.56,Excellent,Russia,Round,Excellent,,1,,3288.152619047619
10539,0.72,AGSL,SI2,F,Excellent,,,5.8x5.81x3.5,Very good,Other/Unknown,Round,Very good,59.0,1,,2983.152619047619
10540,0.71,AGSL,SI2,F,Excellent,61.3,,5.73x5.77x3.53,Excellent,DR Congo,Round,Excellent,57.0,1,,3009.84
10541,0.71,AGSL,I1,E,Very good,,,5.62x5.63x3.56,Excellent,Botswana,Round,Very good,57.0,1,,2653.058333333334
10542,0.71,,SI2,F,Very good,59.6,,5.81x5.82x3.47,Very good,Angola,Asscher,Very good,,1,,2955.580833333333
10543,0.71,AGSL,SI1,D,Excellent,60.6,False,5.76x5.8x3.5,Excellent,Botswana,Princess,Excellent,58.0,1,,3456.396666666666
10544,0.71,AGSL,SI2,E,Excellent,60.9,,5.75x5.78x3.51,Excellent,Other/Unknown,Round,Excellent,58.0,1,,2960.8866666666668
10545,0.7,AGSL,VS2,E,Very good,62.9,,5.63x5.69x3.56,Very good,Russia,Marquis,Very good,,2,,3447.4690674603175
10546,0.7,AGSL,VS2,D,Very good,59.3,,5.77x5.79x3.43,Very good,Botswana,Round,Very good,60.0,1,,4278.413571428571
10547,0.7,AGSL,SI2,F,Excellent,59.7,,5.74x5.77x3.44,Excellent,Russia,Oval,Excellent,60.0,1,,2725.391226551227
10548,0.7,AGSL,SI2,F,Very good,59.5,,5.71x5.73x3.4,Very good,Canada,Round,Very good,,1,,2940.42
10549,0.4,AGSL,SI1,E,Excellent,61.0,,4.76x4.78x2.91,Excellent,DR Congo,Oval,Excellent,58.0,1,,984.6710195441814
10550,0.4,AGSL,SI2,E,Excellent,60.3,,4.79x4.81x2.89,Excellent,Zimbabwe,Emerald,Very good,59.0,1,,835.9822619047618
10551,0.4,AGSL,VS1,E,Excellent,,,4.73x4.75x2.88,Excellent,Canada,Asscher,Very good,,1,,1092.375
10552,0.4,AGSL,SI1,I,Excellent,61.2,,4.76x4.78x2.92,Excellent,Russia,Emerald,Excellent,,1,,851.125912698413
10553,2.01,AGSL,SI2,L,Excellent,62.5,,8x8.07x5.02,Excellent,Australia,Asscher,Excellent,56.0,2,,11345.225
10554,2.01,AGSL,SI2,J,Very good,63.0,,7.99x8.03x5.04,Very good,Russia,Round,Very good,56.0,3,,14119.721666666665
10555,2.01,AGSL,SI2,L,Good,64.9,,7.93x7.98x5.16,Excellent,Canada,Oval,Very good,,4,,11143.75
10556,2.01,,VVS2,F,Excellent,60.3,,8.17x8.25x4.95,Excellent,Botswana,Princess,Excellent,57.0,2,,42209.86666666666
10557,2.01,AGSL,VS2,G,Excellent,61.1,,8.13x8.16x4.98,Excellent,Australia,Pear,Excellent,57.0,2,,31861.27
10558,1.81,AGSL,VS2,H,Excellent,,,7.74x7.78x4.86,Excellent,Canada,Round,Excellent,,2,,16638.2
10559,1.8,AGSL,VS1,E,Very good,60.1,True,7.79x7.86x4.71,Very good,DR Congo,Round,Very good,,2,,35613.049999999996
10560,1.52,GemEx,VS1,H,Excellent,61.9,,7.33x7.36x4.55,Excellent,Other/Unknown,Round,Excellent,56.0,2,,15860.075
10561,1.52,AGSL,VS2,I,Excellent,61.9,,7.31x7.39x4.55,Excellent,Botswana,Round,Very good,57.0,2,,11596.1
10562,1.51,AGSL,VS1,H,Excellent,61.4,,7.33x7.41x4.53,Excellent,South Africa,Radiant,Very good,57.0,3,,15435.225
10563,1.51,AGSL,SI1,G,Excellent,,,7.36x7.39x4.55,Excellent,Angola,Round,Excellent,57.0,2,,16963.922142857147
10564,1.25,AGSL,SI2,D,Very good,64.0,,6.67x6.8x4.31,Good,Russia,Round,Good,59.0,4,,12193.67
10565,1.06,AGSL,SI1,H,Excellent,60.5,,6.64x6.67x4.03,Excellent,Australia,Round,Excellent,56.0,2,,8412.533333333333
10566,1.06,AGSL,VS2,D,Excellent,62.2,,6.53x6.55x4.07,Excellent,Russia,Pear,Excellent,57.0,4,,13911.85
10567,1.01,AGSL,SI1,E,Good,63.4,,6.31x6.29x3.99,Excellent,DR Congo,Round,Very good,,3,,10779.176547619049
10568,0.75,AGSL,SI1,F,Excellent,,,5.78x5.81x3.59,Excellent,Russia,Round,Excellent,57.0,2,,3551.419166666666
10569,3.01,AGSL,SI2,J,Excellent,62.4,,9.19x9.26x5.76,Excellent,Other/Unknown,Princess,Excellent,55.0,4,,41415.55
10570,3.01,AGSL,SI1,G,Excellent,,False,9.14x9.22x5.75,Excellent,Australia,Princess,Excellent,,2,,53428.225
10571,1.34,AGSL,SI2,E,Excellent,60.2,,7.13x7.16x4.3,Excellent,Angola,Round,Excellent,60.0,2,,11402.460833333333
10572,1.34,,SI1,G,Excellent,60.2,,7.13x7.17x4.3,Excellent,Australia,Cushion,Excellent,60.0,4,,11945.3
10573,1.34,AGSL,SI2,I,Very good,60.8,,7.06x7.11x4.31,Very good,Botswana,Princess,Very good,62.0,4,,7781.445833333335
10574,1.32,AGSL,SI1,L,Excellent,59.4,,7.14x7.17x4.25,Excellent,Russia,Oval,Excellent,,1,,6013.25
10575,1.32,AGSL,VVS1,L,Very good,59.6,,7.16x7.21x4.28,Excellent,Russia,Round,Very good,60.0,1,,6849.833333333332
10576,1.32,AGSL,VS2,D,Excellent,59.7,,7.12x7.14x4.26,Excellent,Canada,Round,Excellent,60.0,4,,15997.585833333333
10577,1.31,AGSL,SI2,I,Excellent,59.2,,7.15x7.19x4.25,Excellent,Canada,Round,Excellent,60.0,3,,7800.0391666666665
10578,1.31,AGSL,SI1,E,Excellent,61.8,False,7x7.03x4.34,Excellent,DR Congo,Emerald,Excellent,60.0,2,,12249.9
10579,1.29,AGSL,VS2,I,Excellent,62.6,,6.9x6.96x4.34,Very good,Australia,Oval,Very good,58.0,4,,9384.55
10580,1.29,AGSL,SI1,I,Excellent,,,7.05x7.09x4.25,Excellent,Canada,Round,Excellent,60.0,3,,8860.742142857145
10581,1.84,AGSL,SI1,K,Excellent,62.5,,7.77x7.81x4.87,Excellent,Australia,Emerald,Excellent,,3,,12894.95
10582,1.21,AGSL,VS2,K,Excellent,59.5,,6.93x6.98x4.14,Excellent,Russia,Round,Excellent,61.0,1,,6800.95
10583,1.05,,SI2,G,Excellent,,,6.43x6.46x4.03,Excellent,DR Congo,ROUND,Excellent,,3,,7063.659642857143
10584,3.02,AGSL,VS2,G,Ideal,,,9.24x9.18x5.74,Excellent,Angola,Cushion,Excellent,58.0,2,,76330.1
10585,0.42,AGSL,VS2,H,Very good,61.1,,4.89x4.85x2.97,Good,Botswana,Princess,Very good,60.0,1,,1062.9325
10586,2.23,AGSL,IF,H,Excellent,60.5,,8.47x8.54x5.18,Excellent,Russia,Marquise,Excellent,56.0,2,,33114.675
10587,1.27,AGSL,VS1,D,Excellent,61.6,,6.96x7.02x4.3,Excellent,Botswana,Round,Excellent,58.0,4,,22444.8
10588,2.22,AGSL,VS1,F,Excellent,62.1,,8.35x8.39x5.2,Excellent,Russia,Princess,Excellent,56.0,2,,36059.85
10589,2.22,,VS1,D,Excellent,58.8,,8.55x8.58x5.03,Excellent,Russia,Round,Excellent,60.0,2,,64064.23749999999
10590,1.7,AGSL,SI1,F,Excellent,62.8,,7.61x7.57x4.77,Excellent,DR Congo,Round,Excellent,,2,,19978.4
10591,2.21,AGSL,SI1,H,Excellent,62.0,,8.31x8.36x5.17,Excellent,Other/Unknown,Round,Excellent,56.0,2,,29767.2
10592,1.85,AGSL,SI1,I,Excellent,62.0,,7.82x7.87x4.86,Excellent,Botswana,Round,Excellent,56.0,2,,18026.565714285713
10593,1.13,AGSL,SI1,H,Excellent,,,6.78x6.73x4.08,Excellent,Canada,Princess,Excellent,,4,,7286.25
10594,0.51,AGSL,SI1,D,Very good,,False,5.21x5.12x3.16,Good,Russia,Round,Good,,1,,1911.843214285714
10595,0.51,AGSL,I1,G,Very good,62.1,,5.07x5.06x3.15,Excellent,Russia,Oval,Excellent,58.0,1,,1021.275
10596,0.51,,SI1,I,Excellent,62.5,,5.11x5.08x3.18,Excellent,DR Congo,Oval,Very good,58.0,1,,1231.8975
10597,1.4,GemEx,SI2,K,Very good,64.2,,7.03x7.06x4.52,Excellent,Botswana,Asscher,Very good,,2,,7737.266666666666
10598,1.4,AGSL,SI2,I,Excellent,62.3,True,7.13x7.16x4.45,Excellent,DR Congo,Round,Excellent,57.0,2,,8360.225
10599,0.4,,VS1,I,Excellent,61.6,,4.79x4.76x2.94,Excellent,Russia,Round,Excellent,56.0,1,,1008.7755952380953
10600,0.4,,SI1,E,Very good,62.5,,4.65x4.7x2.92,Very good,Australia,Radiant,Very good,62.0,1,,969.1951862108481
10601,0.4,AGSL,SI1,I,Good,60.9,,4.79x4.75x2.9,Good,Russia,Oval,Fair,65.0,1,,851.125912698413
10602,0.99,AGSL,SI2,E,Very good,62.5,,6.32x6.38x3.97,Very good,DR Congo,Pear,Very good,59.0,1,,5786.3727976190485
10603,1.03,AGSL,SI2,J,Excellent,62.3,,6.48x6.44x4.03,Excellent,DR Congo,Oval ,Excellent,57.0,3,,5620.55
10604,3.5,AGSL,VVS1,F,Excellent,,,9.74x9.77x6.04,Excellent,Zimbabwe,Round,Excellent,,2,,141640.1
10605,3.5,GemEx,SI1,K,Excellent,62.3,,9.67x9.71x6.03,Excellent,Russia,Round,Excellent,56.0,2,,39045.08333333333
10606,1.0,AGSL,SI2,F,Very good,63.9,,6.28x6.34x4.03,Excellent,Botswana,Round,Excellent,,2,,5441.65130952381
10607,1.0,AGSL,SI2,J,Very good,64.1,False,6.27x6.24x4.01,Excellent,Australia,Round,Very good,56.0,2,,4671.089404761905
10608,1.42,AGSL,SI1,I,Very good,64.3,,7.12x7.07x4.56,Excellent,Australia,Emerald,Very good,55.0,2,,11019.691666666668
10609,10.03,AGSL,SI2,K,Very good,62.4,,13.71x13.78x8.58,Excellent,Canada,Asscher,Very good,56.0,2,,234669.3
10610,1.85,AGSL,SI1,J,Very good,62.6,,7.8x7.74x4.87,Excellent,Botswana,Round,Very good,,2,,14758.771666666667
10611,0.9,,SI1,H,Excellent,61.2,,6.21x6.19x3.8,Excellent,South Africa,Radiant,Excellent,60.0,1,,5290.014166666666
10612,1.4,,VS2,K,Excellent,62.0,,7.12x7.17x4.43,Excellent,Russia,Round,Very good,,2,,7302.221309523809
10613,1.4,GemEx,SI2,J,Excellent,,,7.28x7.32x4.34,Excellent,Canada,Round,Excellent,,4,,7428.825
10614,1.82,AGSL,SI2,F,Excellent,,,7.74x7.79x4.82,Very good,Russia,Asscher,Excellent,58.0,4,,21870.4
10615,1.3,AGSL,VS1,J,Excellent,62.8,,6.91x6.96x4.35,Excellent,Angola,Emerald,Excellent,57.0,2,,7385.766666666667
10616,0.91,AGSL,SI1,G,Excellent,62.2,,6.22x6.18x3.85,Excellent,South Africa,Oval ,Very good,57.0,1,,5478.152857142857
10617,1.2,AGSL,SI1,G,Excellent,62.5,,6.79x6.76x4.23,Excellent,Russia,Round,Excellent,57.0,4,,8947.027916666666
10618,0.5,AGSL,SI1,G,Excellent,61.2,,5.11x5.14x3.14,Excellent,Russia,Round,Excellent,59.0,1,,1524.404166666667
10619,2.02,AGSL,SI2,F,Excellent,62.8,,8.03x8.06x5.05,Excellent,Russia,Princess,Excellent,57.0,4,,25417.675
10620,2.0,,VS2,G,Good,,,7.94x8.09x5,Good,DR Congo,Round,Good,,2,,29579.6775
10621,1.5,AGSL,SI1,F,Excellent,60.9,,7.34x7.38x4.48,Excellent,DR Congo,Round,Very good,59.0,2,,17074.5675
10622,1.5,AGSL,SI1,J, ,61.5,,7.33x7.41x4.53,Good,South Africa,Round,Good,61.0,2,,9592.42
10623,2.03,AGSL,SI2,K,Excellent,61.8,,8.08x8.11x5,Very good,Russia,Oval ,Excellent,58.0,4,,14372.663333333332
10624,3.01,AGSL,VS2,K,Very good,60.6,,9.22x9.29x5.61,Excellent,DR Congo,Round,Excellent,62.0,2,,32452.1
10625,3.01,AGSL,VVS2,M,Very good,59.4,,9.41x9.31x5.55,Excellent,Russia,Princess,Very good,,2,,43270.84583333334
10626,1.03,AGSL,VS2,I,Good,56.8,False,6.68x6.79x3.82,Good,Zimbabwe,Round,Good,65.0,2,,6838.499999999999
10627,4.02,AGSL,SI1,J,Excellent,,,10.26x10.31x6.22,Excellent,Russia,Oval,Excellent,,2,,71939.65
10628,1.02,AGSL,SI1,I,Excellent,62.8,False,6.42x6.44x4.04,Excellent,Botswana,Oval,Excellent,57.0,2,,6509.852142857143
10629,2.17,,VS1,E,Excellent,,,8.51x8.57x5.03,Excellent,Australia,Round,Excellent,59.0,2,,56018.275
10630,2.17,AGSL,VS1,F,Excellent,60.9,,8.31x8.34x5.07,Excellent,Russia,Round,Excellent,,2,,38267.0
10631,0.64,AGSL,VS1,I,Very good,61.7,,5.48x5.57x3.41,Excellent,Russia,Round,Good,,1,,2379.866666666667
10632,0.64,AGSL,VS2,G,Excellent,62.0,,5.51x5.53x3.42,Excellent,Botswana,Round,Excellent,,1,,2544.4375
10633,0.64,AGSL,SI1,E,Very good,58.6,,5.66x5.74x3.34,Good,Zimbabwe,Princess,Good,59.0,1,,2637.34
10634,1.52,,SI2,F,Excellent,61.8,,7.33x7.36x4.54,Excellent,Russia,Princess,Excellent,58.0,2,,13796.013571428573
10635,1.52,AGSL,SI1,I,Excellent,,,7.33x7.37x4.57,Excellent,Russia,Round,Excellent,,3,,12932.144285714287
10636,1.65,,SI2,J,Good,59.5,,7.64x7.79x4.59,Fair,Botswana,Round,Good,,1,,11587.35
10637,1.04,AGSL,SI2,H,Excellent,62.3,,6.46x6.52x4.04,Excellent,Canada,Round,Excellent,56.0,2,,5704.3533333333335
10638,1.04,AGSL,SI2,G,Excellent,63.2,,6.42x6.44x4.06,Very good,Zimbabwe,Round,Excellent,56.0,3,,6648.5250000000015
10639,3.0,AGSL,VS2,G,Very good,62.6,,9.21x9.14x5.75,Excellent,DR Congo,Round,Very good,57.0,2,,68126.375
10640,2.4,AGSL,SI1,F,Excellent,,,8.53x8.55x5.32,Excellent,Angola,Round,Excellent,,2,,37035.85
10641,1.58,AGSL,SI2,I,Excellent,60.2,,7.54x7.58x4.55,Excellent,Russia,Round,Excellent,58.0,2,,12245.425
10642,0.83,,VS1,F,Very good,59.7,,6.06x6.12x3.63,Excellent,Russia,Oval ,Very good,59.0,2,,5234.25
10643,1.78,AGSL,SI2,J,Excellent,60.0,,7.82x7.89x4.71,Very good,DR Congo,Radiant,Very good,58.0,3,,15949.4125
10644,1.68,AGSL,VS2,E,Excellent,60.1,,7.75x7.78x4.66,Excellent,Angola,Princess,Excellent,58.0,4,,25728.17
10645,0.45,AGSL,SI2,K,Very good,60.4,,4.92x4.98x2.99,Good,Botswana,Emerald,Good,61.0,1,,683.45
10646,3.23,AGSL,VVS1,H,Excellent,60.5,,9.61x9.67x5.84,Excellent,Canada,Round,Excellent,58.0,2,,87339.2
10647,0.4,AGSL,SI2,E,Very good,61.1,,4.71x4.74x2.89,Very good,Russia,Round,Excellent,56.0,2,,862.8133856421354
10648,2.61,AGSL,SI1,K,Excellent,62.7,,8.74x8.78x5.5,Excellent,Russia,Round,Excellent,56.0,4,,23607.4
10649,0.42,AGSL,VS2,E,Excellent,62.7,,4.77x4.84x3.01,Excellent,Angola,Round,Very good,57.0,1,,1212.8761904761905
10650,3.07,AGSL,VVS2,F,Excellent,,,9.45x9.51x5.64,Excellent,Canada,Round,Excellent,,2,,100283.75
10651,1.0,,VS2,G,Very good,62.9,,6.35x6.37x4,Excellent,Russia,Oval ,Very good,,1,,8040.575
10652,1.0,AGSL,SI1,G,Excellent,,,6.32x6.37x4,Excellent,South Africa,Round,Excellent,,3,,7157.901666666668
10653,1.0,GemEx,SI1,I,Very good,,,6.3x6.33x3.99,Excellent,Russia,Cushion,Very good,,2,,5366.029623015874
10654,2.2,GemEx,VS2,D,Excellent,61.5,,8.32x8.38x5.14,Excellent,Canada,Round,Excellent,58.0,2,,55349.465
10655,2.2,AGSL,SI1,F,Excellent,62.7,,8.26x8.31x5.19,Excellent,Russia,Round,Excellent,,2,,28350.03333333333
10656,0.95,AGSL,SI1,M,Good,63.9,,6.11x6.16x3.92,Very good,Russia,Oval,Good,61.0,1,,5019.1449999999995
10657,1.67,AGSL,VS1,I,Excellent,62.4,,7.54x7.58x4.72,Excellent,Russia,Oval,Excellent,57.0,2,,15357.745416666667
10658,1.2,AGSL,SI2,F,Excellent,62.6,,6.73x6.81x4.24,Excellent,Russia,Round,Very good,56.0,3,,9113.005357142858
10659,3.15,AGSL,VS1,K,Excellent,60.8,,9.44x9.48x5.75,Excellent,Russia,Oval,Excellent,57.0,2,,50404.625
10660,1.33,AGSL,SI1,J,Excellent,62.1,,7.08x7.1x4.4,Excellent,Botswana,Round,Excellent,54.0,1,,8082.545833333334
10661,3.22,AGSL,IF,G,Excellent,,False,9.47x9.51x5.85,Excellent,Russia,Radiant,Excellent,,2,,134896.65
10662,3.22,AGSL,VS2,E,Excellent,61.9,,9.44x9.51x5.87,Excellent,Botswana,Princess,Excellent,56.0,2,,128371.25
10663,1.37,AGSL,SI1,K,Excellent,62.3,False,7.08x7.12x4.42,Very good,Botswana,Emerald,Excellent,,3,,6811.020833333334
10664,2.29,GemEx,VS2,I,Excellent,60.5,,8.55x8.61x5.19,Excellent,Botswana,Round,Excellent,59.0,2,,30908.1
10665,2.63,AGSL,IF,E,Excellent,62.4,,8.75x8.83x5.49,Excellent,Russia,Radiant,Excellent,58.0,2,,85159.7
10666,3.33,AGSL,VS1,H,Excellent,,False,9.62x9.69x5.89,Excellent,Russia,Princess,Excellent,,2,,82160.35
10667,2.31,AGSL,SI2,F,Excellent,61.2,,8.51x8.55x5.22,Excellent,Other/Unknown,Princess,Excellent,56.0,2,,30308.75
