id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
10353,2.08,AGSL,SI2,I,Excellent,62.6,True,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57.0,2,,1956.2670833333334
10354,10.04,AGSL,SI2,K,Excellent,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58.0,2,,57069.76
10355,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57.0,2,,11357.250357142857
10356,1.36,GemEx,VS1,H,Excellent,,False,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54.0,3,,12452.708333333336
10357,1.35,AGSL,SI2,J,Excellent,61.3,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,,7544.65
10358,6.05,AGSL,VS1,J,Very good,62.7,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58.0,2,,32563.665
10359,1.34,AGSL,SI1,G,Excellent,,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,,11659.9875
10360,1.34,AGSL,VS2,H,Excellent,62.6,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56.0,3,,11887.816666666666
10361,3.89,AGSL,SI2,J,Very good,63.0,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58.0,2,,55602.5
10362,2.06,GemEx,SI2,H,Excellent,62.6,,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,,2,,22356.266666666666
10363,2.06,AGSL,SI2,E,Excellent,,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58.0,2,,30640.50833333333
10364,1.33,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,,864.9775
10365,5.04,AGSL,VVS2,E,Very good,58.7,,11.34x11.4x6.68,Excellent,Russia,Round,Very good,,2,,213549.6
10366,1.02,AGSL,SI2,E,Very good,60.7,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,,6497.068333333334
10367,1.02,AGSL,VS2,E,Excellent,,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,,954.1956547619047
10368,1.02,AGSL,SI1,G,Excellent,62.7,True,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57.0,3,,839.38
10369,1.02,AGSL,SI1,F,Very good,63.1,,6.31x6.36x4,Excellent,Russia,Round,Very good,57.0,2,,8250.883172799424
10370,1.02,AGSL,VS1,J,Excellent,61.9,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55.0,3,,633.2573611111111
10371,1.32,AGSL,SI2,E,Excellent,,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,,1530.2958333333333
10372,1.02,,SI1,D,Very good,61.8,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55.0,2,,11130.709166666666
10373,4.1,AGSL,VS1,I,Excellent,61.7,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58.0,2,,94542.34
10374,2.04,AGSL,VS1,L,Excellent,62.5,False,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,,1843.93
10375,1.64,AGSL,SI1,I,Excellent,61.5,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59.0,4,,1340.6250000000002
10376,4.01,GemEx,VS2,J,Excellent,62.8,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57.0,2,,68842.2
10377,1.62,GemEx,SI1,D,Excellent,62.1,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,,20337.5
10378,4.04,AGSL,SI2,J,Very good,63.0,True,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56.0,2,,5805.955
10379,3.6,AGSL,SI2,I,Excellent,61.4,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59.0,2,,47690.6
10380,3.58,GemEx,SI1,K,Excellent,,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60.0,2,,4626.685
10381,3.61,AGSL,VS2,L,Good,58.5,True,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59.0,2,,6270.16
10382,3.52,AGSL,SI2,J,Very good,59.2,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,,43332.4
10383,3.53,,VS1,K,Excellent,61.6,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,,69291.01666666666
10384,0.4,AGSL,SI2,F,Excellent,60.9,,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57.0,1,,943.8500000000001
10385,0.4,AGSL,SI2,E,Excellent,,False,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,,1,,862.8133856421354
10386,0.4,AGSL,SI2,F,Excellent,62.4,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57.0,1,,942.0930555555555
10387,0.4,AGSL,SI2,F,Excellent,62.4,False,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57.0,1,,943.8500000000001
10388,0.4,AGSL,SI2,F,Very good,62.8,,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57.0,1,,926.4124999999999
10389,4.01,AGSL,SI2,I,Excellent,60.6,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,59686.65
10390,0.6,AGSL,I1,E,Very good,62.5,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,,1560.6
10391,0.6,AGSL,SI2,E,Very good,59.2,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,,1875.330238095238
10392,0.6,AGSL,SI1,D,Very good,57.8,False,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63.0,1,,237.2394761904762
10393,1.0,AGSL,SI1,E,Excellent,61.8,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,,6590.540952380951
10394,1.0,AGSL,SI1,J,Very good,62.3,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59.0,1,,4860.76
10395,1.83,AGSL,VS1,H,Excellent,62.3,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57.0,4,,22512.45
10396,0.51,AGSL,SI2,E,Very good,63.3,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58.0,1,,1611.644166666667
10397,2.1,AGSL,VVS1,F,Excellent,61.8,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56.0,2,,35665.166666666664
10398,0.9,,SI1,H,Very good,61.8,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,,480.1445
10399,2.77,AGSL,VS1,F,Excellent,62.7,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57.0,2,,57607.89
10400,2.71,AGSL,SI2,G,Excellent,62.1,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58.0,2,,33613.72666666667
10401,2.18,AGSL,VVS1,G,Excellent,59.4,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,,46790.0
10402,2.88,AGSL,SI2,D,Excellent,60.3,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57.0,2,,58215.2
10403,0.8,AGSL,SI1,H,Very good,62.2,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60.0,3,,432.145
10404,2.54,AGSL,SI2,I,Excellent,62.7,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,,26614.45
10405,1.22,AGSL,VS1,H,Excellent,62.6,,6.84x6.81x4.28,Excellent,Russia,Round,Excellent,56.0,4,,10827.853055555555
10406,0.5,AGSL,SI1,D,Very good,63.5,,4.96x5.01x3.17,Very good,Canada,Round,Very good,,1,,1780.5791666666667
10407,0.9,AGSL,SI1,J,Very good,62.8,,6.1x6.12x3.84,Very good,Botswana,Radiant,Very good,55.0,1,,4103.430833333333
10408,0.9,,SI2,H,Excellent,62.0,,6.18x6.21x3.84,Excellent,Canada,Oval,Excellent,56.0,2,,4293.185
10409,0.9,AGSL,SI2,F,Very good,62.8,True,6.12x6.17x3.86,Excellent,DR Congo,Round,Very good,56.0,1,,533.7416904761905
10410,0.9,GemEx,SI1,E,Very good,63.2,,6.13x6.15x3.88,Very good,Russia,Marquise,Very good,56.0,3,,5314.562156385281
10411,0.56,AGSL,VS2,E,Excellent,61.4,,5.28x5.33x3.26,Excellent,Australia,Round,Excellent,,1,,2457.8816666666667
10412,0.56,AGSL,VS1,G,Excellent,61.9,,5.29x5.31x3.27,Excellent,Botswana,Round,Excellent,57.0,1,,2363.9641666666666
10413,0.56,AGSL,VVS2,F,Good,57.8,,5.27x5.44x3.1,Good,Russia,Round,Good,66.0,2,,2610.2
10414,0.52,AGSL,VS2,I,Very good,59.3,,5.22x5.23x3.1,Excellent,Russia,Marquise,Excellent,60.0,1,,1550.5485714285712
10415,1.17,AGSL,VS2,H,Excellent,62.1,,6.73x6.76x4.19,Excellent,Angola,Round,Excellent,57.0,2,,839.335
10416,2.01,AGSL,SI1,E,Very good,63.7,,7.95x8.02x5.09,Excellent,Russia,Round,Very good,57.0,2,,28132.518055555556
10417,0.71,AGSL,SI2,F,Very good,61.4,,5.72x5.68x3.5,Very good,Botswana,Princess,Good,60.0,2,,3014.3463888888887
10418,0.5,AGSL,VS1,E,Very good,63.8,,5x5.03x3.2,Excellent,Russia,Round,Very good,56.0,2,,2191.2958333333336
10419,0.5,AGSL,SI1,G,Excellent,,,5.1x5.12x3.14,Excellent,Zimbabwe,Round,Very good,57.0,1,,157.64366666666666
10420,0.5,AGSL,SI2,E,Excellent,,,5.08x5.16x3.17,Very good,South Africa,Emerald,Very good,,1,,1463.58
10421,7.05,GemEx,SI2,K,Very good,60.7,,12.35x12.39x7.5,Excellent,Other/Unknown,Round,Very good,,2,,256528.55
10422,0.4,AGSL,SI1,D,Excellent,61.4,,4.76x4.79x2.93,Excellent,Zimbabwe,Round,Very good,,1,,109.04
10423,0.5,,SI2,F,Good,64.0,,4.97x5.03x3.2,Very good,Botswana,Round,Very good,58.0,1,,1466.496130952381
10424,0.4,AGSL,SI2,F,Excellent,62.5,,4.73x4.77x2.97,Excellent,DR Congo,Emerald,Excellent,56.0,1,,83.70616666666666
10425,0.4,AGSL,SI1,I,Very good,,,4.65x4.68x2.95,Very good,Botswana,Uncut,Very good,56.0,1,,832.4641756854256
10426,0.5,AGSL,SI2,G,Very good,,,5.11x5.08x3.13,Excellent,Botswana,Round,Very good,59.0,1,,1378.4497727272726
10427,0.41,AGSL,SI2,E,Excellent,59.1,,4.88x4.9x2.89,Excellent,Russia,Princess,Excellent,,1,,864.4395833333334
10428,0.4,,SI2,I,Very good,64.5,,4.64x4.65x3,Excellent,Russia,Round,Very good,58.0,1,,802.6088492063493
10429,0.4,AGSL,SI2,G,Excellent,59.5,,4.81x4.84x2.87,Excellent,Canada,Round,Excellent,59.0,1,,823.1829893717394
10430,0.4,AGSL,SI1,I,Excellent,62.4,,4.7x4.72x2.94,Excellent,Australia,Round,Excellent,,1,,858.4926785714287
10431,8.81,AGSL,VS1,J,Excellent,62.7,,13.19x13.23x8.28,Excellent,Russia,Round,Excellent,55.0,2,,297268.56
10432,1.0,AGSL,I1,G,Very good,61.3,,6.52x6.53x4,Very good,Russia,Asscher,Good,53.0,1,,5219.35
10433,1.0,,SI2,F,Excellent,62.9,,6.37x6.4x4.02,Very good,Botswana,Round,Very good,54.0,2,,5415.13763888889
10434,1.0,AGSL,I1,E,Excellent,,,6.48x6.49x3.99,Excellent,Russia,Oval,Excellent,55.0,1,,6319.962857142857
10435,1.7,AGSL,SI2,I,Excellent,62.0,,7.63x7.59x4.72,Very good,Canada,Round,Excellent,,2,,15144.333333333336
10436,1.72,AGSL,VS2,G,Very good,63.5,,7.5x7.55x4.78,Excellent,Australia,Round,Excellent,56.0,3,,22639.746190476195
10437,1.8,AGSL,VS2,H,Very good,,,7.6x7.68x4.87,Good,Russia,Round,Very good,56.0,4,,17741.75
10438,1.53,AGSL,SI2,I,Excellent,62.6,,7.34x7.36x4.6,Excellent,Russia,Round,Excellent,56.0,2,,9980.591666666667
10439,1.52,AGSL,VS2,I,Excellent,61.0,,7.47x7.42x4.54,Excellent,Other/Unknown,Round,Excellent,59.0,2,,13667.366666666667
10440,3.68,AGSL,IF,F,Excellent,62.3,,9.85x9.92x6.16,Excellent,Canada,Oval,Excellent,58.0,2,,196520.55
10441,1.43,,VS2,K,Excellent,61.9,,7.16x7.21x4.45,Excellent,Russia,Round,Excellent,,2,,7434.112500000001
10442,3.01,AGSL,SI2,G,Excellent,62.6,,9.21x9.17x5.75,Very good,Canada,Round,Excellent,,2,,43849.775
10443,3.01,AGSL,VS1,G,Very good,,False,9.42x9.37x5.55,Excellent,DR Congo,Round,Excellent,62.0,2,,6094.060333333333
10444,1.5,AGSL,VS2,G,Excellent,60.8,,7.33x7.37x4.47,Very good,Russia,ROUND,Excellent,,3,,17003.95958333333
10445,1.27,AGSL,VVS1,Flby,Excellent,,,7.1x7.14x4.14,Very good,Botswana,Emerald,Good,,4,,8561.975
10446,1.59,AGSL,SI1,G,Excellent,62.7,False,7.42x7.47x4.67,Excellent,Russia,Round,Excellent,56.0,4,,16442.7
10447,2.13,AGSL,SI2,K,Excellent,62.4,False,8.17x8.22x5.11,Excellent,Russia,Round,Excellent,57.0,2,,14474.8
10448,1.24,AGSL,VS1,D,Excellent,,,6.87x6.9x4.3,Excellent,DR Congo,Round,Excellent,55.0,2,,1612.845
10449,2.52,AGSL,SI1,D,Excellent,62.6,,8.69x8.72x5.45,Excellent,Russia,Round,Excellent,56.0,2,,54158.45
10450,2.52,AGSL,VS2,J,Excellent,62.4,,8.69x8.71x5.43,Excellent,Russia,Round,Excellent,,4,,28099.1
10451,1.32,AGSL,SI2,E,Excellent,61.6,,7.1x7.13x4.38,Excellent,Australia,Round,Excellent,56.0,3,,10575.275
10452,1.32,AGSL,VS1,F,Excellent,62.1,,7.02x7.06x4.37,Excellent,Botswana,Emerald,Excellent,56.0,2,,17159.075
10453,1.32,AGSL,VS2,E,Excellent,62.2,,6.99x7.01x4.35,Excellent,Australia,Oval,Excellent,57.0,2,,16371.0
10454,1.13,AGSL,VS1,G,Excellent,,,6.72x6.74x4.13,Excellent,Russia,Round,Excellent,,2,,12592.5175
10455,0.45,AGSL,SI2,E,Excellent,,,4.89x4.91x3.05,Excellent,Botswana,Asscher,Excellent,56.0,1,,1245.6011904761904
10456,1.11,AGSL,VS2,D,Excellent,61.7,,6.66x6.65x4.11,Very good,Botswana,Princess,Excellent,,2,,10661.35
10457,1.11,AGSL,SI1,F,Excellent,,,6.75x6.72x4.06,Excellent,Russia,Princess,Excellent,59.0,3,,9028.7
10458,1.38,,VVS2,D,Excellent,62.6,,7.1x7.11x4.45,Excellent,Botswana,Round,Excellent,56.0,4,,26655.340833333332
10459,1.38,AGSL,VS2,K,Excellent,61.5,,7.1x7.14x4.38,Excellent,Russia,Round,Excellent,60.0,4,,6848.025
10460,1.7,,VS2,I,Excellent,61.3,,7.67x7.61x4.69,Excellent,Russia,Princess,Excellent,59.0,4,,15216.69
10461,3.01,AGSL,VVS2,I,Very good,59.8,,9.3x9.34x5.58,Excellent,DR Congo,Round,Very good,,2,,5250.1725
10462,1.3,GemEx,SI2,I,Excellent,62.6,,6.99x6.95x4.36,Excellent,DR Congo,Oval ,Excellent,,3,,885.1999166666666
10463,1.35,AGSL,SI1,F,Excellent,59.6,,7.21x7.23x4.3,Excellent,DR Congo,Princess,Excellent,,4,,1166.385
10464,1.4,AGSL,SI2,G,Excellent,61.4,,7.17x7.18x4.41,Excellent,Other/Unknown,Round,Excellent,59.0,2,,10023.5
10465,2.01,AGSL,VS1,F,Excellent,62.4,False,8.03x8.13x5.04,Excellent,Australia,Princess,Very good,54.0,2,,47491.8
10466,1.4,AGSL,VS2,I,Excellent,61.5,,7.14x7.18x4.41,Excellent,DR Congo,Round,Excellent,59.0,4,,872.175
10467,1.4,AGSL,SI2,J,Excellent,61.7,,7.13x7.17x4.41,Excellent,Canada,Round,Excellent,,4,,7314.575
10468,1.4,AGSL,SI1,I,Excellent,62.1,False,7.14x7.18x4.44,Excellent,Botswana,Princess,Excellent,59.0,2,,9512.098333333333
10469,1.4,AGSL,VS1,D,Excellent,59.5,,7.3x7.33x4.35,Excellent,Angola,Round,Excellent,60.0,2,,2104.46875
10470,1.4,AGSL,VS2,I,Excellent,59.6,,7.28x7.3x4.35,Excellent,Botswana,Round,Excellent,60.0,4,,12000.625
10471,1.51,AGSL,VS2,I,Very good,60.8,,7.47x7.49x4.55,Very good,Angola,Round,Excellent,55.0,3,,1438.1068333333335
10472,1.4,AGSL,VS1,F,Excellent,62.1,True,7.13x7.17x4.44,Excellent,DR Congo,Princess,Excellent,56.0,2,,1191.3958333333333
10473,1.34,GemEx,SI2,J,Excellent,62.6,,7.04x7.06x4.41,Excellent,Botswana,Radiant,Excellent,57.0,2,,8103.6
10474,1.34,AGSL,VVS2,I,Excellent,62.4,,7.02x7.05x4.39,Excellent,Botswana,Pear,Excellent,58.0,2,,11139.358333333332
10475,1.2,AGSL,SI2,G,Excellent,62.1,,6.81x6.84x4.24,Excellent,Australia,Round,Very good,,2,,7391.20876984127
10476,1.01,AGSL,VS2,D,Excellent,62.1,,6.39x6.41x3.98,Excellent,Australia,Oval,Very good,54.0,3,,11394.376958874462
10477,1.34,AGSL,VS1,E,Excellent,,,7.22x7.23x4.29,Very good,Russia,Round,Very good,60.0,3,,19601.15
10478,1.34,AGSL,SI1,I,Excellent,59.8,False,7.16x7.19x4.29,Excellent,Russia,Round,Excellent,60.0,3,,10029.303333333333
10479,1.32,AGSL,IF,D,Excellent,62.3,,6.98x7.04x4.37,Excellent,Australia,Round,Excellent,57.0,2,,33355.7
10480,1.32,AGSL,SI1,G,Excellent,62.4,,7x7.03x4.38,Excellent,Botswana,Round,Excellent,57.0,2,,11238.6125
10481,1.32,AGSL,VS1,I,Excellent,61.6,True,7.01x7.04x4.33,Excellent,Angola,Princess,Excellent,,3,,926.735
10482,1.32,AGSL,SI1,J,Excellent,,,7x7.04x4.38,Excellent,Russia,Asscher,Excellent,,2,,8146.141666666666
10483,1.32,AGSL,VS2,I,Excellent,60.9,True,7.07x7.09x4.31,Excellent,Angola,Marquise,Excellent,59.0,2,,871.57625
10484,1.32,,SI2,F,Excellent,62.1,,6.99x7.02x4.35,Excellent,Russia,Asscher,Excellent,,2,,10308.475
10485,1.31,AGSL,IF,G,Excellent,,,7.08x7.12x4.32,Excellent,Botswana,Round,Excellent,,3,,15848.9
10486,1.31,AGSL,SI1,I,Excellent,62.1,False,7x7.04x4.36,Excellent,Russia,Round,Excellent,57.0,2,,11111.24
10487,1.31,AGSL,VS1,F,Excellent,62.2,,6.97x7x4.34,Excellent,Other/Unknown,Round,Excellent,57.0,3,,16083.96
10488,1.31,AGSL,SI2,J,Excellent,,False,7x7.02x4.36,Excellent,Australia,Round,Excellent,,4,,7576.6
10489,1.31,AGSL,SI1,I,Excellent,62.3,,6.98x7x4.36,Excellent,Botswana,Round,Excellent,,2,,9049.9875
10490,1.31,AGSL,SI2,I,Excellent,62.5,,6.98x7.02x4.37,Excellent,Russia,Round,Excellent,57.0,4,,8198.899166666666
10491,1.31,AGSL,SI2,I,Excellent,61.5,,6.99x7.03x4.31,Excellent,Australia,Round,Excellent,58.0,4,,8351.299166666666
10492,1.31,,VS1,G,Excellent,,,7.02x7.05x4.35,Excellent,Canada,Oval,Excellent,58.0,3,,13260.263333333334
10493,1.31,AGSL,VVS2,J,Excellent,61.9,,6.98x7.02x4.33,Excellent,Botswana,Princess,Excellent,58.0,4,,7912.775
10494,1.31,AGSL,SI2,G,Excellent,62.4,,6.98x7.01x4.37,Excellent,Botswana,Round,Excellent,,2,,10686.885714285714
10495,1.31,AGSL,VS2,H,Excellent,61.5,False,7.01x7.05x4.32,Excellent,Botswana,Marquise,Excellent,59.0,4,,11868.441666666666
10496,1.31,AGSL,VVS2,H,Excellent,61.9,,6.97x7.01x4.33,Excellent,Australia,Round,Excellent,59.0,4,,12046.816666666666
10497,1.31,AGSL,SI2,D,Excellent,62.0,,6.95x7x4.33,Excellent,Russia,Round,Excellent,,3,,13487.276666666667
10498,1.01,AGSL,SI1,F,Excellent,61.0,,6.45x6.48x3.95,Excellent,South Africa,Round,Very good,59.0,2,,8941.706646825398
10499,1.01,AGSL,SI1,H,Excellent,61.6,,6.39x6.44x3.96,Excellent,Botswana,Princess,Excellent,,3,,6903.922222222222
10500,1.01,AGSL,VS2,E,Very good,62.7,,6.35x6.43x4.01,Very good,Angola,Round,Very good,,2,,1012.3558333333335
10501,1.01,AGSL,SI2,E,Very good,58.2,,6.58x6.6x3.84,Excellent,Botswana,Marquise,Excellent,,2,,7194.432261904761
10502,1.01,GemEx,I1,G,Very good,59.3,,6.47x6.48x3.84,Good,Botswana,Emerald,Good,60.0,1,,5019.2
10503,1.01,AGSL,SI1,I,Excellent,59.5,,6.52x6.56x3.89,Excellent,South Africa,Round,Excellent,60.0,3,,5544.344645909645
10504,1.01,AGSL,SI2,F,Very good,59.3,,6.51x6.6x3.89,Very good,Botswana,Round,Very good,61.0,3,,5105.7575
10505,1.01,AGSL,SI1,I,Excellent,,,6.46x6.49x3.89,Excellent,Australia,Marquise,Excellent,61.0,2,,5873.446130952381
10506,1.01,AGSL,SI1,F,Very good,61.7,,6.37x6.41x3.95,Excellent,Canada,Round,Very good,61.0,2,,10249.693333333335
10507,1.01,AGSL,SI1,E,Very good,61.8,,6.4x6.49x3.98,Very good,Zimbabwe,Oval,Good,61.0,2,,1053.9141666666667
10508,0.92,AGSL,VS2,F,Excellent,,,6.21x6.25x3.84,Excellent,DR Congo,Round,Excellent,57.0,4,,611.6925
10509,0.92,AGSL,IF,G,Excellent,,,6.27x6.33x3.83,Very good,Botswana,Round,Very good,,2,,6062.6325
10510,0.92,AGSL,I1,E,Very good,,,6.13x6.18x3.86,Excellent,Russia,Princess,Very good,,1,,4680.950000000001
10511,0.91,AGSL,SI1,F,Excellent,61.9,False,6.18x6.21x3.82,Very good,Australia,Marquise,Very good,,4,,5350.979166666668
10512,0.91,AGSL,VS2,E,Excellent,,False,6.17x6.22x3.87,Excellent,Botswana,Round,Excellent,57.0,4,,6419.22
10513,0.91,AGSL,SI2,L,Excellent,60.3,,6.28x6.3x3.79,Very good,Canada,Round,Excellent,58.0,1,,2875.91
10514,0.91,AGSL,SI1,F,Excellent,62.7,,6.16x6.18x3.87,Excellent,Russia,Princess,Excellent,58.0,2,,5479.637857142857
10515,0.91,AGSL,SI1,I,Excellent,60.6,False,6.23x6.25x3.78,Excellent,Botswana,Round,Excellent,,1,,4643.844166666667
10516,0.91,,SI2,D,Excellent,61.2,,6.19x6.23x3.81,Excellent,Australia,Round,Excellent,60.0,1,,5651.441666666667
10517,0.9,AGSL,VS2,L,Excellent,62.4,,6.14x6.16x3.84,Excellent,Canada,Cushion,Excellent,57.0,1,,3105.1875
10518,0.9,AGSL,SI1,J,Excellent,62.6,,6.12x6.16x3.85,Excellent,Russia,Round,Excellent,57.0,2,,4226.9800000000005
10519,0.8,AGSL,VVS1,H,Excellent,,,5.97x6.01x3.67,Excellent,Russia,Emerald,Excellent,,3,,4493.67
10520,0.8,,VVS1,H,Excellent,61.7,,5.95x6x3.68,Excellent,Russia,Round,Very good,58.0,3,,4493.67
10521,0.8,AGSL,VS2,E,Excellent,61.9,,5.9x5.94x3.67,Excellent,Zimbabwe,Radiant,Excellent,,3,,494.185
10522,0.8,AGSL,SI1,F,Excellent,62.1,,5.92x5.94x3.69,Excellent,Russia,Round,Excellent,58.0,1,,4506.330892857144
10523,0.8,GemEx,SI2,F,Very good,62.3,,5.89x5.93x3.68,Good,Russia,Oval,Excellent,58.0,1,,3982.725
10524,0.8,AGSL,SI1,D,Excellent,62.5,,5.9x5.93x3.69,Very good,Botswana,Oval,Excellent,58.0,1,,4675.2
10525,0.8,AGSL,SI1,F,Very good,62.4,,5.92x5.95x3.7,Very good,Russia,Radiant,Very good,57.0,1,,4506.330892857144
10526,0.8,AGSL,SI1,E,Excellent,62.6,,5.88x5.94x3.7,Excellent,Russia,Round,Very good,,2,,4568.792738095238
10527,0.8,GemEx,SI1,E,Excellent,62.1,False,5.91x5.95x3.68,Excellent,Other/Unknown,Marquise,Excellent,59.0,3,,4107.869047619048
10528,0.8,AGSL,SI1,D,Excellent,62.2,,5.92x5.95x3.69,Excellent,Russia,Princess,Excellent,59.0,1,,4765.406666666666
10529,0.8,AGSL,VS2,E,Very good,62.7,,5.9x5.92x3.7,Excellent,Botswana,Oval,Excellent,59.0,3,,5111.71736111111
10530,0.8,,SI1,F,Excellent,60.1,,5.99x6.01x3.61,Excellent,Russia,Round,Excellent,60.0,1,,4506.330892857144
10531,0.8,AGSL,VS1,D,Excellent,60.2,,5.99x6.03x3.62,Very good,Angola,Radiant,Excellent,60.0,3,,463.515
10532,0.73,,SI1,E,Excellent,62.0,,5.73x5.77x3.56,Excellent,South Africa,Emerald,Excellent,57.0,1,,3433.51
10533,0.73,AGSL,SI1,H,Excellent,62.9,,5.73x5.75x3.61,Excellent,Canada,Asscher,Excellent,57.0,1,,2786.6
10534,0.73,AGSL,SI2,D,Excellent,,,5.73x5.77x3.58,Excellent,Angola,Round,Excellent,58.0,2,,373.1116666666666
10535,0.73,AGSL,VS2,E,Excellent,59.2,,5.91x5.96x3.52,Very good,Botswana,Princess,Very good,,1,,4100.306944444444
10536,0.72,AGSL,SI2,D,Excellent,61.8,,5.75x5.78x3.56,Excellent,South Africa,Round,Excellent,57.0,3,,3627.175
10537,0.72,AGSL,SI1,E,Excellent,62.3,,5.71x5.74x3.56,Excellent,Australia,Oval,Excellent,57.0,1,,4026.5625
10538,0.72,AGSL,SI2,F,Excellent,61.6,,5.76x5.79x3.56,Excellent,Russia,Round,Excellent,,1,,3277.244285714286
10539,0.72,AGSL,SI2,F,Excellent,,,5.8x5.81x3.5,Very good,Other/Unknown,Round,Very good,59.0,1,,2866.100833333333
10540,0.71,AGSL,SI2,F,Excellent,61.3,,5.73x5.77x3.53,Excellent,DR Congo,Round,Excellent,57.0,1,,298.38633333333337
10541,0.71,AGSL,I1,E,Very good,,,5.62x5.63x3.56,Excellent,Botswana,Round,Very good,57.0,1,,2587.75
10542,0.71,,SI2,F,Very good,59.6,,5.81x5.82x3.47,Very good,Angola,Asscher,Very good,,1,,281.7865
10543,0.71,AGSL,SI1,D,Excellent,60.6,False,5.76x5.8x3.5,Excellent,Botswana,Princess,Excellent,58.0,1,,3457.58
10544,0.71,AGSL,SI2,E,Excellent,60.9,,5.75x5.78x3.51,Excellent,Other/Unknown,Round,Excellent,58.0,1,,2897.7591666666667
10545,0.7,AGSL,VS2,E,Very good,62.9,,5.63x5.69x3.56,Very good,Russia,Marquis,Very good,,2,,3449.3049999999994
10546,0.7,AGSL,VS2,D,Very good,59.3,,5.77x5.79x3.43,Very good,Botswana,Round,Very good,60.0,1,,4269.069166666667
10547,0.7,AGSL,SI2,F,Excellent,59.7,,5.74x5.77x3.44,Excellent,Russia,Oval,Excellent,60.0,1,,2729.2912265512273
10548,0.7,AGSL,SI2,F,Very good,59.5,,5.71x5.73x3.4,Very good,Canada,Round,Very good,,1,,2929.159166666667
10549,0.4,AGSL,SI1,E,Excellent,61.0,,4.76x4.78x2.91,Excellent,DR Congo,Oval,Excellent,58.0,1,,89.15525
10550,0.4,AGSL,SI2,E,Excellent,60.3,,4.79x4.81x2.89,Excellent,Zimbabwe,Emerald,Very good,59.0,1,,85.68303571428572
10551,0.4,AGSL,VS1,E,Excellent,,,4.73x4.75x2.88,Excellent,Canada,Asscher,Very good,,1,,1072.8566666666668
10552,0.4,AGSL,SI1,I,Excellent,61.2,,4.76x4.78x2.92,Excellent,Russia,Emerald,Excellent,,1,,851.125912698413
