id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Final_Offers
10364,1.33,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,,7935.8,0.0,0.0
10365,5.04,AGSL,VVS2,E,Very good,58.7,,11.34x11.4x6.68,Excellent,Russia,Round,Very good,,2,,179559.15,0.0,0.0
10366,1.02,AGSL,SI2,E,Very good,60.7,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,,6502.875,6502.875,0.0
10367,1.02,AGSL,VS2,E,Excellent,,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,,10717.875,0.0,0.0
10368,1.02,AGSL,SI1,G,Excellent,62.7,True,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57.0,3,,8428.83,0.0,0.0
10369,1.02,AGSL,SI1,F,Very good,63.1,,6.31x6.36x4,Excellent,Russia,Round,Very good,57.0,2,,8193.022301587303,8193.022301587303,0.0
10370,1.02,AGSL,VS1,J,Excellent,61.9,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55.0,3,,5646.375,0.0,0.0
10371,1.32,AGSL,SI2,E,Excellent,,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,,10322.641666666666,0.0,0.0
10372,1.02,,SI1,D,Very good,61.8,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55.0,2,,11090.471666666665,11090.471666666665,0.0
10373,4.1,AGSL,VS1,I,Excellent,61.7,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58.0,2,,95080.25,0.0,0.0
10374,2.04,AGSL,VS1,L,Excellent,62.5,False,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,,16167.85,0.0,0.0
10375,1.64,AGSL,SI1,I,Excellent,61.5,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59.0,4,,12805.729999999998,0.0,0.0
10376,4.01,GemEx,VS2,J,Excellent,62.8,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57.0,2,,72998.9,0.0,0.0
10377,1.62,GemEx,SI1,D,Excellent,62.1,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,,19110.975,19110.975,0.0
10378,4.04,AGSL,SI2,J,Very good,63.0,True,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56.0,2,,53231.3,0.0,0.0
10379,3.6,AGSL,SI2,I,Excellent,61.4,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59.0,2,,48183.4,0.0,0.0
10380,3.58,GemEx,SI1,K,Excellent,,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60.0,2,,44029.2,0.0,0.0
10381,3.61,AGSL,VS2,L,Good,58.5,True,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59.0,2,,47673.35,0.0,0.0
10382,3.52,AGSL,SI2,J,Very good,59.2,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,,43086.2,0.0,0.0
10383,3.53,,VS1,K,Excellent,61.6,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,,56213.3,0.0,0.0
10384,0.4,AGSL,SI2,F,Excellent,60.9,,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57.0,1,,929.1914285714284,929.1914285714284,0.0
10385,0.4,AGSL,SI2,E,Excellent,,False,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,,1,,861.4600038850039,861.4600038850039,0.0
10386,0.4,AGSL,SI2,F,Excellent,62.4,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57.0,1,,881.8784523809522,881.8784523809522,0.0
10387,0.4,AGSL,SI2,F,Excellent,62.4,False,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57.0,1,,929.1914285714284,929.1914285714284,0.0
10388,0.4,AGSL,SI2,F,Very good,62.8,,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57.0,1,,893.8963095238099,893.8963095238099,0.0
10389,4.01,AGSL,SI2,I,Excellent,60.6,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,54813.6,0.0,0.0
10390,0.6,AGSL,I1,E,Very good,62.5,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,,1568.7125,1568.7125,0.0
10391,0.6,AGSL,SI2,E,Very good,59.2,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,,1895.845,1895.845,0.0
10392,0.6,AGSL,SI1,D,Very good,57.8,False,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63.0,1,,2423.576071428571,0.0,0.0
10393,1.0,AGSL,SI1,E,Excellent,61.8,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,,7092.287658730159,7092.287658730159,0.0
10394,1.0,AGSL,SI1,J,Very good,62.3,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59.0,1,,4798.64,4798.64,0.0
10395,1.83,AGSL,VS1,H,Excellent,62.3,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57.0,4,,24090.4,24090.4,0.0
10396,0.51,AGSL,SI2,E,Very good,63.3,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58.0,1,,1612.6258333333335,1612.6258333333335,0.0
10397,2.1,AGSL,VVS1,F,Excellent,61.8,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56.0,2,,37044.0,37044.0,0.0
10398,0.9,,SI1,H,Very good,61.8,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,,5041.942380952381,0.0,0.0
10399,2.77,AGSL,VS1,F,Excellent,62.7,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57.0,2,,57050.6,0.0,0.0
10400,2.71,AGSL,SI2,G,Excellent,62.1,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58.0,2,,34523.39166666667,34523.39166666667,0.0
10401,2.18,AGSL,VVS1,G,Excellent,59.4,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,,47295.25,0.0,0.0
10402,2.88,AGSL,SI2,D,Excellent,60.3,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57.0,2,,57449.7,0.0,0.0
10403,0.8,AGSL,SI1,H,Very good,62.2,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60.0,3,,3671.25,0.0,0.0
10404,2.54,AGSL,SI2,I,Excellent,62.7,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,,27546.95,27546.95,0.0
10405,1.22,AGSL,VS1,H,Excellent,62.6,,6.84x6.81x4.28,Excellent,Russia,Round,Excellent,56.0,4,,10265.140000000001,10265.140000000001,0.0
10406,0.5,AGSL,SI1,D,Very good,63.5,,4.96x5.01x3.17,Very good,Canada,Round,Very good,,1,,1755.5370833333332,1755.5370833333332,0.0
10407,0.9,AGSL,SI1,J,Very good,62.8,,6.1x6.12x3.84,Very good,Botswana,Radiant,Very good,55.0,1,,3859.206666666667,3859.206666666667,0.0
10408,0.9,,SI2,H,Excellent,62.0,,6.18x6.21x3.84,Excellent,Canada,Oval,Excellent,56.0,2,,4303.569444444444,4303.569444444444,0.0
10409,0.9,AGSL,SI2,F,Very good,62.8,True,6.12x6.17x3.86,Excellent,DR Congo,Round,Very good,56.0,1,,5386.509166666668,0.0,0.0
10410,0.9,GemEx,SI1,E,Very good,63.2,,6.13x6.15x3.88,Very good,Russia,Marquise,Very good,56.0,3,,5558.321666666667,5558.321666666667,0.0
10411,0.56,AGSL,VS2,E,Excellent,61.4,,5.28x5.33x3.26,Excellent,Australia,Round,Excellent,,1,,2495.8375,2495.8375,0.0
10412,0.56,AGSL,VS1,G,Excellent,61.9,,5.29x5.31x3.27,Excellent,Botswana,Round,Excellent,57.0,1,,2344.5899999999997,2344.5899999999997,0.0
10413,0.56,AGSL,VVS2,F,Good,57.8,,5.27x5.44x3.1,Good,Russia,Round,Good,66.0,2,,2592.25,2592.25,0.0
10414,0.52,AGSL,VS2,I,Very good,59.3,,5.22x5.23x3.1,Excellent,Russia,Marquise,Excellent,60.0,1,,1545.8819047619047,1545.8819047619047,0.0
10415,1.17,AGSL,VS2,H,Excellent,62.1,,6.73x6.76x4.19,Excellent,Angola,Round,Excellent,57.0,2,,9243.543333333333,0.0,0.0
10416,2.01,AGSL,SI1,E,Very good,63.7,,7.95x8.02x5.09,Excellent,Russia,Round,Very good,57.0,2,,27789.5875,27789.5875,0.0
10417,0.71,AGSL,SI2,F,Very good,61.4,,5.72x5.68x3.5,Very good,Botswana,Princess,Good,60.0,2,,2612.898452380952,2612.898452380952,0.0
10418,0.5,AGSL,VS1,E,Very good,63.8,,5x5.03x3.2,Excellent,Russia,Round,Very good,56.0,2,,2197.91,2197.91,0.0
10419,0.5,AGSL,SI1,G,Excellent,,,5.1x5.12x3.14,Excellent,Zimbabwe,Round,Very good,57.0,1,,1577.0708333333328,0.0,0.0
10420,0.5,AGSL,SI2,E,Excellent,,,5.08x5.16x3.17,Very good,South Africa,Emerald,Very good,,1,,1485.3861904761904,1485.3861904761904,0.0
10421,7.05,GemEx,SI2,K,Very good,60.7,,12.35x12.39x7.5,Excellent,Other/Unknown,Round,Very good,,2,,309620.6,0.0,0.0
10422,0.4,AGSL,SI1,D,Excellent,61.4,,4.76x4.79x2.93,Excellent,Zimbabwe,Round,Very good,,1,,1064.5136904761905,0.0,0.0
10423,0.5,,SI2,F,Good,64.0,,4.97x5.03x3.2,Very good,Botswana,Round,Very good,58.0,1,,1460.5409523809521,1460.5409523809521,0.0
10424,0.4,AGSL,SI2,F,Excellent,62.5,,4.73x4.77x2.97,Excellent,DR Congo,Emerald,Excellent,56.0,1,,837.9233333333332,0.0,0.0
10425,0.4,AGSL,SI1,I,Very good,,,4.65x4.68x2.95,Very good,Botswana,Uncut,Very good,56.0,1,,826.1073214285713,826.1073214285713,0.0
10426,0.5,AGSL,SI2,G,Very good,,,5.11x5.08x3.13,Excellent,Botswana,Round,Very good,59.0,1,,1392.270833333333,1392.270833333333,0.0
10427,0.41,AGSL,SI2,E,Excellent,59.1,,4.88x4.9x2.89,Excellent,Russia,Princess,Excellent,,1,,869.1397730047731,869.1397730047731,0.0
10428,0.4,,SI2,I,Very good,64.5,,4.64x4.65x3,Excellent,Russia,Round,Very good,58.0,1,,814.0209523809524,814.0209523809524,0.0
10429,0.4,AGSL,SI2,G,Excellent,59.5,,4.81x4.84x2.87,Excellent,Canada,Round,Excellent,59.0,1,,834.4640075120957,834.4640075120957,0.0
10430,0.4,AGSL,SI1,I,Excellent,62.4,,4.7x4.72x2.94,Excellent,Australia,Round,Excellent,,1,,849.606130952381,849.606130952381,0.0
10431,8.81,AGSL,VS1,J,Excellent,62.7,,13.19x13.23x8.28,Excellent,Russia,Round,Excellent,55.0,2,,318540.25,0.0,0.0
10432,1.0,AGSL,I1,G,Very good,61.3,,6.52x6.53x4,Very good,Russia,Asscher,Good,53.0,1,,5008.800000000001,5008.800000000001,0.0
10433,1.0,,SI2,F,Excellent,62.9,,6.37x6.4x4.02,Very good,Botswana,Round,Very good,54.0,2,,5211.66625,5211.66625,0.0
10434,1.0,AGSL,I1,E,Excellent,,,6.48x6.49x3.99,Excellent,Russia,Oval,Excellent,55.0,1,,6362.385000000001,6362.385000000001,0.0
10435,1.7,AGSL,SI2,I,Excellent,62.0,,7.63x7.59x4.72,Very good,Canada,Round,Excellent,,2,,14639.279166666667,14639.279166666667,0.0
10436,1.72,AGSL,VS2,G,Very good,63.5,,7.5x7.55x4.78,Excellent,Australia,Round,Excellent,56.0,3,,22772.58333333333,22772.58333333333,0.0
10437,1.8,AGSL,VS2,H,Very good,,,7.6x7.68x4.87,Good,Russia,Round,Very good,56.0,4,,19792.720833333333,19792.720833333333,0.0
10438,1.53,AGSL,SI2,I,Excellent,62.6,,7.34x7.36x4.6,Excellent,Russia,Round,Excellent,56.0,2,,10433.095,10433.095,0.0
10439,1.52,AGSL,VS2,I,Excellent,61.0,,7.47x7.42x4.54,Excellent,Other/Unknown,Round,Excellent,59.0,2,,13447.55,13447.55,0.0
10440,3.68,AGSL,IF,F,Excellent,62.3,,9.85x9.92x6.16,Excellent,Canada,Oval,Excellent,58.0,2,,166570.95,0.0,0.0
10441,1.43,,VS2,K,Excellent,61.9,,7.16x7.21x4.45,Excellent,Russia,Round,Excellent,,2,,7262.241666666666,7262.241666666666,0.0
10442,3.01,AGSL,SI2,G,Excellent,62.6,,9.21x9.17x5.75,Very good,Canada,Round,Excellent,,2,,44279.525,0.0,0.0
10443,3.01,AGSL,VS1,G,Very good,,False,9.42x9.37x5.55,Excellent,DR Congo,Round,Excellent,62.0,2,,67732.13333333333,0.0,0.0
10444,1.5,AGSL,VS2,G,Excellent,60.8,,7.33x7.37x4.47,Very good,Russia,ROUND,Excellent,,3,,14108.154285714289,14108.154285714289,0.0
10445,1.27,AGSL,VVS1,Flby,Excellent,,,7.1x7.14x4.14,Very good,Botswana,Emerald,Good,,4,,9978.4875,9978.4875,0.0
10446,1.59,AGSL,SI1,G,Excellent,62.7,False,7.42x7.47x4.67,Excellent,Russia,Round,Excellent,56.0,4,,15983.027380952384,15983.027380952384,0.0
10447,2.13,AGSL,SI2,K,Excellent,62.4,False,8.17x8.22x5.11,Excellent,Russia,Round,Excellent,57.0,2,,15167.3,15167.3,0.0
10448,1.24,AGSL,VS1,D,Excellent,,,6.87x6.9x4.3,Excellent,DR Congo,Round,Excellent,55.0,2,,16217.25,0.0,0.0
10449,2.52,AGSL,SI1,D,Excellent,62.6,,8.69x8.72x5.45,Excellent,Russia,Round,Excellent,56.0,2,,52755.05,0.0,0.0
10450,2.52,AGSL,VS2,J,Excellent,62.4,,8.69x8.71x5.43,Excellent,Russia,Round,Excellent,,4,,27308.4,27308.4,0.0
10451,1.32,AGSL,SI2,E,Excellent,61.6,,7.1x7.13x4.38,Excellent,Australia,Round,Excellent,56.0,3,,10120.025,10120.025,0.0
10452,1.32,AGSL,VS1,F,Excellent,62.1,,7.02x7.06x4.37,Excellent,Botswana,Emerald,Excellent,56.0,2,,16111.025,16111.025,0.0
10453,1.32,AGSL,VS2,E,Excellent,62.2,,6.99x7.01x4.35,Excellent,Australia,Oval,Excellent,57.0,2,,15780.186666666665,15780.186666666665,0.0
10454,1.13,AGSL,VS1,G,Excellent,,,6.72x6.74x4.13,Excellent,Russia,Round,Excellent,,2,,11601.611666666666,11601.611666666666,0.0
10455,0.45,AGSL,SI2,E,Excellent,,,4.89x4.91x3.05,Excellent,Botswana,Asscher,Excellent,56.0,1,,1284.065,1284.065,0.0
10456,1.11,AGSL,VS2,D,Excellent,61.7,,6.66x6.65x4.11,Very good,Botswana,Princess,Excellent,,2,,10570.65,10570.65,0.0
10457,1.11,AGSL,SI1,F,Excellent,,,6.75x6.72x4.06,Excellent,Russia,Princess,Excellent,59.0,3,,8999.85,8999.85,0.0
10458,1.38,,VVS2,D,Excellent,62.6,,7.1x7.11x4.45,Excellent,Botswana,Round,Excellent,56.0,4,,26554.689166666663,26554.689166666663,0.0
10459,1.38,AGSL,VS2,K,Excellent,61.5,,7.1x7.14x4.38,Excellent,Russia,Round,Excellent,60.0,4,,7072.416666666668,7072.416666666668,0.0
10460,1.7,,VS2,I,Excellent,61.3,,7.67x7.61x4.69,Excellent,Russia,Princess,Excellent,59.0,4,,17909.529166666667,17909.529166666667,0.0
10461,3.01,AGSL,VVS2,I,Very good,59.8,,9.3x9.34x5.58,Excellent,DR Congo,Round,Very good,,2,,55843.25,0.0,0.0
10462,1.3,GemEx,SI2,I,Excellent,62.6,,6.99x6.95x4.36,Excellent,DR Congo,Oval ,Excellent,,3,,8136.586666666666,0.0,0.0
10463,1.35,AGSL,SI1,F,Excellent,59.6,,7.21x7.23x4.3,Excellent,DR Congo,Princess,Excellent,,4,,12769.523809523811,0.0,0.0
10464,1.4,AGSL,SI2,G,Excellent,61.4,,7.17x7.18x4.41,Excellent,Other/Unknown,Round,Excellent,59.0,2,,9928.8,9928.8,0.0
10465,2.01,AGSL,VS1,F,Excellent,62.4,False,8.03x8.13x5.04,Excellent,Australia,Princess,Very good,54.0,2,,47680.55,0.0,0.0
10466,1.4,AGSL,VS2,I,Excellent,61.5,,7.14x7.18x4.41,Excellent,DR Congo,Round,Excellent,59.0,4,,8185.4375,0.0,0.0
10467,1.4,AGSL,SI2,J,Excellent,61.7,,7.13x7.17x4.41,Excellent,Canada,Round,Excellent,,4,,7350.08,7350.08,0.0
10468,1.4,AGSL,SI1,I,Excellent,62.1,False,7.14x7.18x4.44,Excellent,Botswana,Princess,Excellent,59.0,2,,9362.865833333333,9362.865833333333,0.0
10469,1.4,AGSL,VS1,D,Excellent,59.5,,7.3x7.33x4.35,Excellent,Angola,Round,Excellent,60.0,2,,21122.55,0.0,0.0
10470,1.4,AGSL,VS2,I,Excellent,59.6,,7.28x7.3x4.35,Excellent,Botswana,Round,Excellent,60.0,4,,9818.229166666666,9818.229166666666,0.0
10471,1.51,AGSL,VS2,I,Very good,60.8,,7.47x7.49x4.55,Very good,Angola,Round,Excellent,55.0,3,,12286.9,0.0,0.0
10472,1.4,AGSL,VS1,F,Excellent,62.1,True,7.13x7.17x4.44,Excellent,DR Congo,Princess,Excellent,56.0,2,,16521.315476190477,0.0,0.0
10473,1.34,GemEx,SI2,J,Excellent,62.6,,7.04x7.06x4.41,Excellent,Botswana,Radiant,Excellent,57.0,2,,8147.9375,8147.9375,0.0
10474,1.34,AGSL,VVS2,I,Excellent,62.4,,7.02x7.05x4.39,Excellent,Botswana,Pear,Excellent,58.0,2,,9860.411666666667,9860.411666666667,0.0
10475,1.2,AGSL,SI2,G,Excellent,62.1,,6.81x6.84x4.24,Excellent,Australia,Round,Very good,,2,,7570.299025974025,7570.299025974025,0.0
10476,1.01,AGSL,VS2,D,Excellent,62.1,,6.39x6.41x3.98,Excellent,Australia,Oval,Very good,54.0,3,,11320.257363886112,11320.257363886112,0.0
10477,1.34,AGSL,VS1,E,Excellent,,,7.22x7.23x4.29,Very good,Russia,Round,Very good,60.0,3,,18201.543333333335,18201.543333333335,0.0
10478,1.34,AGSL,SI1,I,Excellent,59.8,False,7.16x7.19x4.29,Excellent,Russia,Round,Excellent,60.0,3,,10075.7125,10075.7125,0.0
10479,1.32,AGSL,IF,D,Excellent,62.3,,6.98x7.04x4.37,Excellent,Australia,Round,Excellent,57.0,2,,35648.0,35648.0,0.0
10480,1.32,AGSL,SI1,G,Excellent,62.4,,7x7.03x4.38,Excellent,Botswana,Round,Excellent,57.0,2,,11007.9,11007.9,0.0
10481,1.32,AGSL,VS1,I,Excellent,61.6,True,7.01x7.04x4.33,Excellent,Angola,Princess,Excellent,,3,,9834.156666666668,0.0,0.0
10482,1.32,AGSL,SI1,J,Excellent,,,7x7.04x4.38,Excellent,Russia,Asscher,Excellent,,2,,8007.416666666666,8007.416666666666,0.0
10483,1.32,AGSL,VS2,I,Excellent,60.9,True,7.07x7.09x4.31,Excellent,Angola,Marquise,Excellent,59.0,2,,9805.465833333335,0.0,0.0
10484,1.32,,SI2,F,Excellent,62.1,,6.99x7.02x4.35,Excellent,Russia,Asscher,Excellent,,2,,10618.1,10618.1,0.0
10485,1.31,AGSL,IF,G,Excellent,,,7.08x7.12x4.32,Excellent,Botswana,Round,Excellent,,3,,17041.15,17041.15,0.0
10486,1.31,AGSL,SI1,I,Excellent,62.1,False,7x7.04x4.36,Excellent,Russia,Round,Excellent,57.0,2,,11178.80833333333,11178.80833333333,0.0
10487,1.31,AGSL,VS1,F,Excellent,62.2,,6.97x7x4.34,Excellent,Other/Unknown,Round,Excellent,57.0,3,,16287.995,16287.995,0.0
10488,1.31,AGSL,SI2,J,Excellent,,False,7x7.02x4.36,Excellent,Australia,Round,Excellent,,4,,7638.625,7638.625,0.0
10489,1.31,AGSL,SI1,I,Excellent,62.3,,6.98x7x4.36,Excellent,Botswana,Round,Excellent,,2,,8949.629166666668,8949.629166666668,0.0
10490,1.31,AGSL,SI2,I,Excellent,62.5,,6.98x7.02x4.37,Excellent,Russia,Round,Excellent,57.0,4,,7950.905,7950.905,0.0
10491,1.31,AGSL,SI2,I,Excellent,61.5,,6.99x7.03x4.31,Excellent,Australia,Round,Excellent,58.0,4,,8306.766666666666,8306.766666666666,0.0
10492,1.31,,VS1,G,Excellent,,,7.02x7.05x4.35,Excellent,Canada,Oval,Excellent,58.0,3,,14054.179166666665,14054.179166666665,0.0
10493,1.31,AGSL,VVS2,J,Excellent,61.9,,6.98x7.02x4.33,Excellent,Botswana,Princess,Excellent,58.0,4,,8017.0166666666655,8017.0166666666655,0.0
10494,1.31,AGSL,SI2,G,Excellent,62.4,,6.98x7.01x4.37,Excellent,Botswana,Round,Excellent,,2,,10078.35,10078.35,0.0
10495,1.31,AGSL,VS2,H,Excellent,61.5,False,7.01x7.05x4.32,Excellent,Botswana,Marquise,Excellent,59.0,4,,11868.666666666664,11868.666666666664,0.0
10496,1.31,AGSL,VVS2,H,Excellent,61.9,,6.97x7.01x4.33,Excellent,Australia,Round,Excellent,59.0,4,,12409.908333333333,12409.908333333333,0.0
10497,1.31,AGSL,SI2,D,Excellent,62.0,,6.95x7x4.33,Excellent,Russia,Round,Excellent,,3,,12675.325,12675.325,0.0
10498,1.01,AGSL,SI1,F,Excellent,61.0,,6.45x6.48x3.95,Excellent,South Africa,Round,Very good,59.0,2,,9194.323481240981,9194.323481240981,0.0
10499,1.01,AGSL,SI1,H,Excellent,61.6,,6.39x6.44x3.96,Excellent,Botswana,Princess,Excellent,,3,,6520.162500000001,6520.162500000001,0.0
10500,1.01,AGSL,VS2,E,Very good,62.7,,6.35x6.43x4.01,Very good,Angola,Round,Very good,,2,,10121.60488095238,0.0,0.0
10501,1.01,AGSL,SI2,E,Very good,58.2,,6.58x6.6x3.84,Excellent,Botswana,Marquise,Excellent,,2,,7151.423717532468,7151.423717532468,0.0
10502,1.01,GemEx,I1,G,Very good,59.3,,6.47x6.48x3.84,Good,Botswana,Emerald,Good,60.0,1,,4939.283333333334,4939.283333333334,0.0
10503,1.01,AGSL,SI1,I,Excellent,59.5,,6.52x6.56x3.89,Excellent,South Africa,Round,Excellent,60.0,3,,7301.759722222222,7301.759722222222,0.0
10504,1.01,AGSL,SI2,F,Very good,59.3,,6.51x6.6x3.89,Very good,Botswana,Round,Very good,61.0,3,,5242.822261904763,5242.822261904763,0.0
10505,1.01,AGSL,SI1,I,Excellent,,,6.46x6.49x3.89,Excellent,Australia,Marquise,Excellent,61.0,2,,5818.528174603175,5818.528174603175,0.0
10506,1.01,AGSL,SI1,F,Very good,61.7,,6.37x6.41x3.95,Excellent,Canada,Round,Very good,61.0,2,,9878.781666666666,9878.781666666666,0.0
10507,1.01,AGSL,SI1,E,Very good,61.8,,6.4x6.49x3.98,Very good,Zimbabwe,Oval,Good,61.0,2,,7748.881231962482,0.0,0.0
10508,0.92,AGSL,VS2,F,Excellent,,,6.21x6.25x3.84,Excellent,DR Congo,Round,Excellent,57.0,4,,6489.63,0.0,0.0
10509,0.92,AGSL,IF,G,Excellent,,,6.27x6.33x3.83,Very good,Botswana,Round,Very good,,2,,6158.043333333334,6158.043333333334,0.0
10510,0.92,AGSL,I1,E,Very good,,,6.13x6.18x3.86,Excellent,Russia,Princess,Very good,,1,,4718.758333333333,4718.758333333333,0.0
10511,0.91,AGSL,SI1,F,Excellent,61.9,False,6.18x6.21x3.82,Very good,Australia,Marquise,Very good,,4,,5371.343333333334,5371.343333333334,0.0
10512,0.91,AGSL,VS2,E,Excellent,,False,6.17x6.22x3.87,Excellent,Botswana,Round,Excellent,57.0,4,,6264.335,6264.335,0.0
10513,0.91,AGSL,SI2,L,Excellent,60.3,,6.28x6.3x3.79,Very good,Canada,Round,Excellent,58.0,1,,2756.004166666667,2756.004166666667,0.0
10514,0.91,AGSL,SI1,F,Excellent,62.7,,6.16x6.18x3.87,Excellent,Russia,Princess,Excellent,58.0,2,,5628.395833333334,5628.395833333334,0.0
10515,0.91,AGSL,SI1,I,Excellent,60.6,False,6.23x6.25x3.78,Excellent,Botswana,Round,Excellent,,1,,4661.23369047619,4661.23369047619,0.0
10516,0.91,,SI2,D,Excellent,61.2,,6.19x6.23x3.81,Excellent,Australia,Round,Excellent,60.0,1,,5672.85,5672.85,0.0
10517,0.9,AGSL,VS2,L,Excellent,62.4,,6.14x6.16x3.84,Excellent,Canada,Cushion,Excellent,57.0,1,,2903.0,2903.0,0.0
10518,0.9,AGSL,SI1,J,Excellent,62.6,,6.12x6.16x3.85,Excellent,Russia,Round,Excellent,57.0,2,,4154.495833333333,4154.495833333333,0.0
10519,0.8,AGSL,VVS1,H,Excellent,,,5.97x6.01x3.67,Excellent,Russia,Emerald,Excellent,,3,,4523.3533333333335,4523.3533333333335,0.0
10520,0.8,,VVS1,H,Excellent,61.7,,5.95x6x3.68,Excellent,Russia,Round,Very good,58.0,3,,4523.3533333333335,4523.3533333333335,0.0
10521,0.8,AGSL,VS2,E,Excellent,61.9,,5.9x5.94x3.67,Excellent,Zimbabwe,Radiant,Excellent,,3,,5580.229166666668,0.0,0.0
10522,0.8,AGSL,SI1,F,Excellent,62.1,,5.92x5.94x3.69,Excellent,Russia,Round,Excellent,58.0,1,,4488.148452380952,4488.148452380952,0.0
10523,0.8,GemEx,SI2,F,Very good,62.3,,5.89x5.93x3.68,Good,Russia,Oval,Excellent,58.0,1,,4069.536666666667,4069.536666666667,0.0
10524,0.8,AGSL,SI1,D,Excellent,62.5,,5.9x5.93x3.69,Very good,Botswana,Oval,Excellent,58.0,1,,4788.532499999998,4788.532499999998,0.0
10525,0.8,AGSL,SI1,F,Very good,62.4,,5.92x5.95x3.7,Very good,Russia,Radiant,Very good,57.0,1,,4488.148452380952,4488.148452380952,0.0
10526,0.8,AGSL,SI1,E,Excellent,62.6,,5.88x5.94x3.7,Excellent,Russia,Round,Very good,,2,,4705.771897546899,4705.771897546899,0.0
10527,0.8,GemEx,SI1,E,Excellent,62.1,False,5.91x5.95x3.68,Excellent,Other/Unknown,Marquise,Excellent,59.0,3,,4158.458333333334,4158.458333333334,0.0
10528,0.8,AGSL,SI1,D,Excellent,62.2,,5.92x5.95x3.69,Excellent,Russia,Princess,Excellent,59.0,1,,4979.932619047619,4979.932619047619,0.0
10529,0.8,AGSL,VS2,E,Very good,62.7,,5.9x5.92x3.7,Excellent,Botswana,Oval,Excellent,59.0,3,,5615.9104761904755,5615.9104761904755,0.0
10530,0.8,,SI1,F,Excellent,60.1,,5.99x6.01x3.61,Excellent,Russia,Round,Excellent,60.0,1,,4488.148452380952,4488.148452380952,0.0
10531,0.8,AGSL,VS1,D,Excellent,60.2,,5.99x6.03x3.62,Very good,Angola,Radiant,Excellent,60.0,3,,5696.875833333333,0.0,0.0
10532,0.73,,SI1,E,Excellent,62.0,,5.73x5.77x3.56,Excellent,South Africa,Emerald,Excellent,57.0,1,,3532.1039285714282,3532.1039285714282,0.0
10533,0.73,AGSL,SI1,H,Excellent,62.9,,5.73x5.75x3.61,Excellent,Canada,Asscher,Excellent,57.0,1,,2759.0,2759.0,0.0
10534,0.73,AGSL,SI2,D,Excellent,,,5.73x5.77x3.58,Excellent,Angola,Round,Excellent,58.0,2,,3933.55,0.0,0.0
10535,0.73,AGSL,VS2,E,Excellent,59.2,,5.91x5.96x3.52,Very good,Botswana,Princess,Very good,,1,,4193.09,4193.09,0.0
10536,0.72,AGSL,SI2,D,Excellent,61.8,,5.75x5.78x3.56,Excellent,South Africa,Round,Excellent,57.0,3,,3867.8,3867.8,0.0
10537,0.72,AGSL,SI1,E,Excellent,62.3,,5.71x5.74x3.56,Excellent,Australia,Oval,Excellent,57.0,1,,4059.2,4059.2,0.0
